16500000;275000;3-комн. квартира;ЮАО; р-н Даниловский; 1-й Нижний Михайловский проезд 18;Тульская 7 мин. пешком;60;43;11;1 из 9;1974.0;None;2,64 м;None;1 балкон;None;косметический
21000000;268371;2-комн. квартира;САО; р-н Коптево; 1-й Новомихалковский проезд 2К1;Коптево 17 мин. пешком;78,25;34,5;10,6;7 из 26;2004.0;20,5-14,03;2,7 м;1 совмещенный, 1 раздельный;None;во двор;евроремонт
9650000;216854;2-комн. квартира;САО; р-н Коптево; 1-й Новомихалковский проезд 4;Коптево 17 мин. пешком;44,5;30;1;1 из 5;1963.0;19+11;2,48 м;None;None;во двор;косметический
20222222;246612;3-комн. квартира;ЗАО; р-н Очаково-Матвеевское; 1-й Очаковский пер. 1;Мичуринский проспект 3 мин. на транспорте;82;52;10;17 из 17;2000.0;19-19-14;2,8 м;1 раздельный;2 балкона;во двор;евроремонт
13500000;264188;2-комн. квартира;ЗАО; р-н Очаково-Матвеевское; 1-й Очаковский пер. 1;Озерная 3 мин. на транспорте;51,1;30,5;9,8;5 из 17;2000.0;19-11,5;None;1 раздельный;1 балкон;во двор;косметический
17700000;244475;3-комн. квартира;ЗАО; р-н Очаково-Матвеевское; 1-й Очаковский пер. 1;Мичуринский проспект 24 мин. пешком;72,4;45;10;3 из 17;2000.0;11,2-14,8-19;2,66 м;1 раздельный;2 балкона;на улицу и двор;косметический
9800000;253886;1-комн. квартира;ЗАО; р-н Очаково-Матвеевское; 1-й Очаковский пер. 3;Мичуринский проспект 4 мин. на транспорте;38,6;19;7,4;5 из 17;2001.0;None;None;1 совмещенный;1 лоджия;None;косметический
14600000;244966;2-комн. квартира;ЗАО; р-н Очаково-Матвеевское; 1-й Очаковский пер. 3;Озерная 15 мин. пешком;59,6;33,5;12,8;None;None;None;None;None;None;None;None
16000000;258065;2-комн. квартира;ЗАО; р-н Очаково-Матвеевское; 1-й Очаковский пер. 3;Озерная 25 мин. пешком;62;33;12;3 из 17;2001.0;19-14;2,7 м;1 раздельный;None;None;None
19000000;249671;3-комн. квартира;ЗАО; р-н Очаково-Матвеевское; 1-й Очаковский пер. 3;Мичуринский проспект 4 мин. на транспорте;76,1;44,9;12,8;14 из 17;2001.0;18,9-14,9-11,1;None;1 совмещенный;2 балкона;во двор;евроремонт
15500000;350679;2-комн. квартира;ЮАО; р-н Даниловский; 1-й Павловский пер. 5;Серпуховская 15 мин. пешком;44,2;28,5;6,6;11 из 12;1975.0;None;2,5 м;1 раздельный;1 балкон;на улицу и двор;косметический
